Word Gold_Standard Prediction

profile O O
of O O
the O O
winner O O
of O O
saturday O O
's O O
women O O
's O O
world B-MISC O
cup I-MISC O
downhill O O
race O O
: O O

name O O
: O O
renate B-PER O
goetschl I-PER O

age O O
: O O
20 O O

nation O O
: O O
austria B-LOC B-LOC

previous O O
victories O O
( O O
two O O
) O O
: O O
slalom O O
, O O
lillehammer B-LOC O
norway B-LOC O
, O O
1993 O O
; O O
super O O
G O O
, O O
flachau B-LOC O
, O O
austria B-LOC B-LOC
, O O
1995 O O
. O O

other O O
facts O O
: O O
as O O
a O O
qualifier O O
for O O
the O O
1993 B-MISC O
world I-MISC O
cup I-MISC O
finals O O
through O O
europa B-MISC O
cup I-MISC O
results O O
, O O
16-year-old O O
goetschl B-PER O
won O O
the O O
slalom O O
to O O
become O O
history O O
's O O
youngest O O
world B-MISC O
cup I-MISC O
victor O O
. O O

ALPINE O O
SKIING-WOMEN O O
'S O O
WORLD B-MISC O
CUP I-MISC O
STANDINGS O O
. O O

VAIL B-LOC O
, O O
colorado B-LOC B-LOC
1996-12-07 O O

women O O
's O O
world B-MISC O
cup I-MISC O

standings O O
after O O
saturday O O
's O O
downhill O O
race O O
: O O

downhill O O
standings O O

1. O O
katja B-PER O
seizinger I-PER O
( O O
germany B-LOC B-LOC
) O O
180 O O
points O O

2. O O
renate B-PER O
goetschl I-PER O
( O O
austria B-LOC B-LOC
) O O
132 O O

3. O O
carole B-PER O
montillet I-PER O
( O O
france B-LOC B-LOC
) O O
86 O O

4. O O
pernilla B-PER O
wiberg I-PER O
( O O
sweden B-LOC B-LOC
) O O
75 O O

5. O O
heidi B-PER O
zurbriggen I-PER O
( O O
switzerland B-LOC B-LOC
) O O
69 O O

6. O O
regina B-PER B-PER
haeusl I-PER I-PER
( O O
germany B-LOC B-LOC
) O O
66 O O

7. O O
alexandra B-PER B-PER
meissnitzer I-PER I-PER
( O O
austria B-LOC B-LOC
) O O
65 O O

8. O O
isolde B-PER O
kostner I-PER O
( O O
italy B-LOC B-LOC
) O O
60 O O

9. O O
ingeborg B-PER O
helen I-PER O
markein O O
( O O
norway B-LOC O
) O O
58 O O

10= O O
megan B-PER O
gerety I-PER O
( O O
U.S. B-LOC B-LOC
) O O
51 O O

10= O O
warwara B-PER O
zelenskaja I-PER O
( O O
russia B-LOC B-LOC
) O O
51 O O

10= O O
florence B-LOC B-LOC
masnada B-PER O
( O O
france B-LOC B-LOC
) O O
51 O O

13= O O
picabo B-PER O
street I-PER O
( O O
U.S. B-LOC B-LOC
) O O
50 O O

13= O O
stefanie B-PER O
schuster I-PER O
( O O
austria B-LOC B-LOC
) O O
50 O O

15. O O
miriam B-PER O
vogt I-PER O
( O O
germany B-LOC B-LOC
) O O
47 O O

16. O O
bibiana B-PER O
perez I-PER O
( O O
italy B-LOC B-LOC
) O O
45 O O

17. O O
hilde B-PER O
gerg I-PER O
( O O
germany B-LOC B-LOC
) O O
42 O O

18. O O
barbara B-PER B-PER
merlin I-PER O
( O O
germany B-LOC B-LOC
) O O
38 O O

19= O O
kate B-PER B-PER
pace I-PER O
lindsay I-PER O
( O O
canada B-LOC B-LOC
) O O
23 O O

19= O O
svetlana B-PER O
gladishiva I-PER O
( O O
russia B-LOC B-LOC
) O O
23 O O

19= O O
regine B-PER O
cavagnoud I-PER O
( O O
france B-LOC B-LOC
) O O
23 O O

overall O O
women O O
's O O
world B-MISC O
cup I-MISC O
standings O O
leaders O O
after O O

saturday O O
's O O
downhill O O
and O O
super O O
G O O
races O O
: O O

1. O O
katja B-PER O
seizinger I-PER O
( O O
germany B-LOC B-LOC
) O O
414 O O
points O O

2. O O
pernilla B-PER O
wiberg I-PER O
( O O
sweden B-LOC B-LOC
) O O
353 O O

3. O O
hide B-PER O
gerg I-PER O
( O O
germany B-LOC B-LOC
) O O
276 O O

4. O O
anita B-PER B-PER
wachter I-PER I-PER
( O O
austria B-LOC B-LOC
) O O
180 O O

5. O O
isolde B-PER O
kostner I-PER O
( O O
italy B-LOC B-LOC
) O O
157 O O

6. O O
heidi B-PER O
zurbriggen I-PER O
( O O
switzerland B-LOC B-LOC
) O O
153 O O

7. O O
warwara B-PER O
zelenskaja I-PER O
( O O
russia B-LOC B-LOC
) O O
151 O O

8= O O
renate B-PER O
goetschl I-PER O
( O O
austria B-LOC B-LOC
) O O
146 O O

8= O O
carole B-PER O
montillet I-PER O
( O O
france B-LOC B-LOC
) O O
146 O O

10. O O
svetlana B-PER O
gladishiva I-PER O
( O O
russia B-LOC B-LOC
) O O
137 O O

11. O O
florence B-LOC B-LOC
masnada B-PER O
( O O
france B-LOC B-LOC
) O O
133 O O

12. O O
deborah B-PER O
compagnoni I-PER O
( O O
italy B-LOC B-LOC
) O O
120 O O

13. O O
martina B-PER O
ertl I-PER O
( O O
germany B-LOC B-LOC
) O O
119 O O

14. O O
alexandra B-PER O
meissnitzer I-PER O
( O O
austria)118 O O

15. O O
urska B-PER O
horvat I-PER O
( O O
slovenia B-LOC O
) O O
108 O O

16= O O
claudia B-PER O
riegler I-PER O
( O O
new B-LOC O
zealand I-LOC I-LOC
) O O
100 O O

16= O O
sabina B-PER O
panzanini I-PER O
( O O
italy B-LOC B-LOC
) O O
100 O O

18. O O
barbara B-PER B-PER
merlin I-PER O
( O O
italy B-LOC B-LOC
) O O
92 O O

19. O O
stefanie B-PER O
schuster I-PER O
( O O
austria B-LOC B-LOC
) O O
89 O O

20. O O
miriam B-PER O
vogt I-PER O
( O O
germany B-LOC B-LOC
) O O
76 O O

super B-MISC B-ORG
G I-MISC B-PER
standings O O
: O O

1. O O
pernilla B-PER O
wiberg I-PER O
( O O
sweden B-LOC B-LOC
) O O
180 O O

2. O O
hilde B-PER O
gerg I-PER O
( O O
germany B-LOC B-LOC
) O O
130 O O

3. O O
svetland B-PER O
gladishiva I-PER O
( O O
russia B-LOC B-LOC
) O O
114 O O

4. O O
warwara B-PER O
zelenskaja I-PER O
( O O
russia B-LOC B-LOC
) O O
100 O O

5. O O
florence B-PER B-PER
masnada I-PER O
( O O
france B-LOC B-LOC
) O O
82 O O

6. O O
katja B-PER O
seizinger I-PER O
( O O
germany B-LOC B-LOC
) O O
74 O O

7. O O
isolde B-PER O
kostner I-PER O
( O O
italy B-LOC B-LOC
) O O
65 O O

8. O O
carole B-PER O
montillet I-PER O
( O O
france B-LOC B-LOC
) O O
60 O O

9. O O
martina B-PER O
ertl I-PER O
( O O
germany B-LOC B-LOC
) O O
58 O O

10. O O
anita B-PER O
wachter I-PER O
( O O
austria B-LOC B-LOC
) O O
49 O O

11. O O
heidi B-PER O
zurbriggen I-PER O
( O O
switzerland B-LOC B-LOC
) O O
43 O O

12= O O
madlen B-PER O
brigger-summermatter I-PER O
( O O
switzerland B-LOC B-LOC
) O O
42 O O

12= O O
barbara B-PER B-PER
merlin I-PER O
( O O
italy B-LOC B-LOC
) O O
42 O O

12= O O
katharina B-PER O
gutensohn I-PER O
( O O
germany B-LOC B-LOC
) O O
42 O O

15. O O
stefanie B-PER O
schuster I-PER O
( O O
austria B-LOC B-LOC
) O O
39 O O

16. O O
leatitia B-PER O
dalloz I-PER O
( O O
france B-LOC B-LOC
) O O
33 O O

17. O O
bibiana B-PER O
perez I-PER O
( O O
italy B-LOC B-LOC
) O O
30 O O

18= O O
miriam B-PER O
vogt I-PER O
( O O
germany B-LOC B-LOC
) O O
29 O O

18= O O
marianne B-PER O
brechu I-PER O
( O O
france B-LOC B-LOC
) O O
29 O O

20. O O
alexandra B-PER O
meissnitzer I-PER O
( O O
austria B-LOC B-LOC
) O O
27 O O

nation B-MISC O
's I-MISC O
cup I-MISC O
standings O O
: O O

1. O O
austria B-LOC B-LOC
1,973 O O
points O O

2. O O
germany B-LOC B-LOC
1,135 O O

3. O O
switzerland B-LOC B-LOC
972 O O

4. O O
italy B-LOC B-LOC
887 O O

5. O O
france B-LOC B-LOC
853 O O

6. O O
norway B-LOC B-PER
746 O O

7. O O
sweden B-LOC B-LOC
673 O O

8. O O
slovenia B-LOC O
432 O O

9. O O
russia B-LOC B-LOC
288 O O

10. O O
united B-LOC B-LOC
states I-LOC I-LOC
164 O O

ALPINE O O
SKIING-WOMEN O O
'S O O
WORLD B-MISC O
CUP I-MISC O
DOWNHILL O O
RESULTS O O
. O O

VAIL B-LOC O
, O O
colorado B-LOC B-LOC
1996-12-07 O O

provisional O O
results O O
from O O

saturday O O
's O O
women O O
's O O
world B-MISC O
cup I-MISC O
downhill O O
race O O
: O O

1. O O
renate B-PER O
goetschl I-PER O
( O O
austria B-LOC B-LOC
) O O
one O O
minute O O
47.71 O O
seconds O O

2. O O
katja B-PER O
seizinger I-PER O
( O O
germany B-LOC B-LOC
) O O
1:48.53 O O

3. O O
isolde B-PER O
kostner I-PER O
( O O
italy B-LOC B-LOC
) O O
1:48.91 O O

4. O O
alexandra B-PER B-PER
meissnitzer I-PER I-PER
( O O
austria B-LOC B-LOC
) O O
1:49.13 O O

5. O O
megan B-PER O
gerety I-PER O
( O O
U.S. B-LOC B-LOC
) O O
1:49.26 O O

6. O O
miriam B-PER O
vogt I-PER O
( O O
germany B-LOC B-LOC
) O O
1:49.28 O O

7. O O
stefanie B-PER O
schuster I-PER O
( O O
austria B-LOC B-LOC
) O O
1:49.38 O O

8. O O
ingeborg B-PER O
helen I-PER O
marken I-PER O
( O O
norway B-LOC O
) O O
1:49.41 O O

9. O O
florence B-PER B-PER
masnada I-PER O
( O O
france B-LOC B-LOC
) O O
1:49.51 O O

10. O O
regina B-PER O
haeusl I-PER O
( O O
germany B-LOC B-LOC
) O O
1:49.53 O O

11. O O
heidi B-PER O
zurbriggen I-PER O
( O O
switzerland B-LOC B-LOC
) O O
1:49.65 O O

12. O O
warwara B-PER O
zelenskaja I-PER O
( O O
russia B-LOC B-LOC
) O O
1:49.66 O O

13. O O
barbara B-PER B-PER
merlin I-PER O
( O O
italy B-LOC B-LOC
) O O
1:49.76 O O

14. O O
hilde B-PER O
gerg I-PER O
( O O
germany B-LOC B-LOC
) O O
1:49.84 O O

15. O O
martina B-PER O
ertl I-PER O
( O O
germany B-LOC B-LOC
) O O
1:49.85 O O

16. O O
pernilla B-PER O
wiberg I-PER O
( O O
sweden B-LOC B-LOC
) O O
1:49.88 O O

17. O O
svetlana B-PER O
gladishiva I-PER O
( O O
russia B-LOC B-LOC
) O O
1:50.03 O O

18. O O
anita B-PER O
wachter I-PER O
( O O
austria B-LOC B-LOC
) O O
1:50.10 O O

19. O O
spela B-PER O
bracun I-PER O
( O O
slovenia B-LOC O
) O O
1:50.40 O O

20. O O
regine B-PER O
cavagnoud I-PER O
( O O
france B-LOC B-LOC
) O O
1:50.51 O O

21. O O
kate B-PER B-PER
pace I-PER O
lindsay I-PER O
( O O
canada B-LOC B-LOC
) O O
1:50.54 O O

22. O O
bibiana B-PER O
perez I-PER O
( O O
italy B-LOC B-LOC
) O O
1:50.65 O O

23. O O
hilary B-PER O
lindh I-PER O
( O O
united B-LOC B-LOC
states I-LOC I-LOC
) O O
1:50.69 O O

24. O O
catherine B-PER B-PER
borghi I-PER O
( O O
switzerland B-LOC B-LOC
) O O
1:50.72 O O

25. O O
carole B-PER O
montillet I-PER O
( O O
france B-LOC B-LOC
) O O
1:50.91 O O

26. O O
brigitte B-PER O
obermoser I-PER O
( O O
austria B-LOC B-LOC
) O O
1:50.99 O O

27. O O
sybille B-PER O
brauner I-PER O
( O O
germay O O
) O O
1:51.04 O O

28. O O
grete B-PER O
stroem I-PER O
( O O
norway B-LOC O
) O O
1:51.07 O O

29. O O
patrizia B-PER O
bassis I-PER O
( O O
italy B-LOC B-LOC
) O O
1:51.13 O O

30. O O
alessandra B-PER O
merlin I-PER O
( O O
italy B-LOC B-LOC
) O O
1:51.16 O O

the O O
results O O
were O O
declared O O
official O O
. O O

NORDIC O O
SKIING-WORLD B-MISC O
CUP I-MISC O
BIATHLON O O
RESULTS O O
. O O

OESTERSUND B-LOC O
, O O
sweden B-LOC B-LOC
1996-12-07 O O

results O O
of O O
saturday O O
's O O

world B-MISC B-MISC
cup I-MISC I-MISC
biathlon O O
races O O
: O O

men O O
's O O
10 O O
kms O O

1. O O
vadim B-PER O
sashurin I-PER O
( O O
belarus B-LOC O
) O O
26 O O
minutes O O
17.2 O O
seconds O O
( O O
no O O
penalty O O

rounds O O
) O O

2. O O
frode B-PER O
andresen I-PER O
( O O
norway B-LOC B-LOC
) O O
26:17.8 O O
( O O
2 O O
) O O

3. O O
ole B-PER O
einar I-PER O
bjorndalen I-PER O
( O O
norway B-LOC O
) O O
26:24.9 O O
( O O
2 O O
) O O

4. O O
sven B-PER B-PER
fischer I-PER I-PER
( O O
germany B-LOC B-LOC
) O O
26:28.2 O O
( O O
1 O O
) O O

5. O O
ricco B-PER O
gross I-PER O
( O O
germany B-LOC B-LOC
) O O
26:33.0 O O
( O O
1 O O
) O O

world B-MISC B-MISC
cup I-MISC I-MISC
standings O O

1. O O
fischer B-PER O
( O O
germany B-LOC B-LOC
) O O
82 O O
points O O

2. O O
pavel B-PER O
muslimov I-PER O
( O O
russia B-LOC B-LOC
) O O
82 O O

3. O O
sashurin B-PER O
68 O O
. O O

women O O
's O O
7.5 O O
kms O O

1. O O
olga B-PER O
melnik I-PER O
( O O
russia B-LOC B-LOC
) O O
23:13.3 O O
( O O
) O O

2. O O
svetlana B-PER O
paramygina I-PER O
( O O
belorus B-LOC O
) O O
23:58.6 O O
( O O
) O O

3. O O
gunn B-PER O
margit I-PER O
andreassen I-PER O
( O O
norway B-LOC O
) O O
24:00.4 O O
( O O
) O O

4. O O
simone B-PER O
greiner-petter-memm I-PER O
( O O
germany B-LOC B-LOC
) O O
24:09.5 O O
( O O
1 O O
) O O

5. O O
petra B-PER B-PER
behle I-PER I-PER
( O O
germany B-LOC B-LOC
) O O
24:15.4 O O
( O O
2 O O
) O O

world B-MISC B-MISC
cup I-MISC I-MISC
standings O O

1. O O
behle B-PER O
89 O O

2. O O
paramygina B-PER O
79 O O

3. O O
greiner-petter-memm B-PER O
78 O O

ALPINE O O
SKIING-GOETCHL O O
WINS O O
WORLD B-MISC O
CUP I-MISC O
DOWNHILL O O
. O O

VAIL B-LOC O
, O O
colorado B-LOC B-LOC
1996-12-07 O O

renate B-PER O
goetschl I-PER O
of O O
austria B-LOC B-LOC
won O O
the O O
women O O
's O O
world B-MISC O
cup I-MISC O
downhill O O
race O O
on O O
saturday O O
, O O
according O O
to O O
provisional O O
results O O
. O O

katja B-PER O
seizinger I-PER O
of O O
germany B-LOC B-LOC
finished O O
second O O
and O O
islode B-PER O
kostner I-PER O
of O O
italy B-LOC B-LOC
took O O
third O O
. O O

BOBSLEIGH-SHIMER B-MISC O
PILOTS O O
USA B-ORG O
III I-ORG O
TO O O
SURPRISE O O
WIN O O
. O O

IGLS B-LOC O
, O O
austria B-LOC B-LOC
1996-12-07 O O

brian B-PER B-PER
shimer I-PER I-PER
piloted O O
USA B-ORG O
III I-ORG O
to O O
a O O
surprise O O
victory O O
in O O
a O O
world B-MISC O
cup I-MISC O
two-man O O
bobsleigh O O
race O O
on O O
saturday O O
. O O

lying O O
fifth O O
after O O
the O O
first O O
run O O
, O O
shimer B-PER O
and O O
breakman O O
randy B-PER O
jones I-PER I-PER
delivered O O
a O O
near-perfect O O
second O O
trip O O
down O O
the O O
1976 O O
olympic B-MISC O
course O O
for O O
an O O
aggregate O O
time O O
of O O
one O O
minute O O
45.91 O O
seconds O O
. O O

first O O
run O O
leaders O O
guenther B-PER O
huber I-PER O
and O O
breakman O O
antonio B-PER O
tartaglia I-PER O
in O O
the O O
italy B-LOC B-LOC
I O O
sleigh O O
finished O O
second O O
two-hundredths O O
of O O
a O O
second O O
behind O O
the O O
americans B-MISC O
. O O

canada B-ORG B-LOC
I I-ORG O
, O O
represented O O
by O O
pierre B-PER O
lueders I-PER O
and O O
breakman O O
dave B-PER B-PER
maceachern I-PER O
, O O
completed O O
the O O
third O O
world B-MISC O
cup I-MISC O
event O O
of O O
the O O
winter O O
a O O
further O O
one-hundredth O O
of O O
a O O
second O O
behind O O
the O O
italians B-MISC O
. O O

the O O
canadians B-MISC B-ORG
, O O
winners O O
of O O
the O O
opening O O
two O O
events O O
in O O
altenberg B-LOC O
, O O
germany B-LOC B-LOC
, O O
and O O
la B-LOC O
plagne I-LOC O
, O O
france B-LOC B-LOC
, O O
increased O O
their O O
lead O O
in O O
the O O
world B-MISC O
cup I-MISC O
standings O O
. O O

they O O
have O O
104 O O
points O O
, O O
15 O O
ahead O O
of O O
USA B-ORG O
I I-ORG O
's O O
jim B-PER B-PER
herberich I-PER O
and O O
breakman O O
garrett B-PER O
hines I-PER O
who O O
managed O O
only O O
10th O O
place O O
on O O
saturday O O
. O O

SKIING-CHINESE B-MISC O
MAKE O O
PROMISING O O
FREESTYLE O O
SKIING O O
DEBUT O O
. O O

TIGNES B-LOC O
, O O
france B-LOC B-LOC
1996-12-07 O O

china B-LOC B-LOC
made O O
a O O
promising O O
debut O O
on O O
the O O
freestyle O O
skiing O O
world O O
cup O O
circuit O O
in O O
an O O
aerials O O
event O O
in O O
the O O
french B-MISC B-MISC
resort O O
of O O
tignes B-LOC O
on O O
saturday O O
. O O

while O O
the O O
chinese B-MISC B-MISC
failed O O
to O O
gain O O
a O O
place O O
in O O
the O O
men O O
's O O
final O O
, O O
they O O
had O O
two O O
in O O
the O O
top O O
10 O O
of O O
the O O
women O O
's O O
competition O O
, O O
cuo B-PER O
dan I-PER B-PER
finishing O O
a O O
respectable O O
seventh O O
and O O
xu B-PER O
nannan I-PER O
ninth O O
. O O

but O O
overall O O
, O O
it O O
was O O
france B-LOC O
and O O
canada B-LOC B-LOC
who O O
dominated O O
the O O
day O O
. O O

alexis B-PER O
blanc I-PER O
and O O
sebastien B-PER O
foucras I-PER O
gave O O
france B-LOC B-LOC
a O O
one-two O O
finish O O
in O O
the O O
first O O
aerials O O
competition O O
of O O
the O O
season O O
. O O

blanc B-PER O
collected O O
his O O
seventh O O
career O O
world B-MISC O
cup I-MISC O
win O O
with O O
a O O
two O O
jump O O
combined O O
score O O
of O O
238.36 O O
points O O
, O O
easily O O
beating O O
foucras B-PER O
, O O
the O O
overall O O
world B-MISC O
cup I-MISC O
aerials O O
champion O O
, O O
who O O
was O O
a O O
distant O O
second O O
with O O
223.60 O O
. O O

canada B-LOC B-LOC
's O O
jeff B-PER B-PER
bean I-PER I-PER
, O O
who O O
had O O
never O O
finished O O
higher O O
than O O
ninth O O
in O O
a O O
world B-MISC O
cup I-MISC O
event O O
, O O
made O O
his O O
first O O
trip O O
to O O
the O O
podium O O
taking O O
third O O
place O O
with O O
a O O
mark O O
of O O
209.96 O O
. O O

veronica B-PER O
brenner I-PER O
of O O
canada B-LOC B-LOC
, O O
who O O
picked O O
up O O
her O O
first O O
career O O
victory O O
at O O
tignes B-LOC O
last O O
year O O
, O O
made O O
it O O
two O O
wins O O
in O O
a O O
row O O
at O O
the O O
french B-MISC B-MISC
resort O O
taking O O
first O O
in O O
the O O
women O O
's O O
competition O O
with O O
a O O
score O O
of O O
170.42 O O
. O O

swiss B-MISC B-MISC
skiers O O
occupied O O
the O O
other O O
two O O
places O O
on O O
the O O
podium O O
, O O
karin B-PER O
kuster I-PER O
taking O O
second O O
with O O
160.55 O O
narrowly O O
ahead O O
of O O
evelyne B-PER O
leu I-PER O
with O O
160.36 O O
. O O

BOBSLEIGH-WORLD B-MISC O
CUP I-MISC O
TWO-MAN O O
RESULTS O O
. O O

IGLS B-LOC O
, O O
austria B-LOC B-LOC
1996-12-07 O O

results O O
of O O
a O O
world B-MISC O
cup I-MISC O
two-man O O
bobsleigh O O
event O O
on O O
saturday O O
: O O

1. O O
united B-ORG B-PER
states I-ORG I-LOC
III I-ORG O
( O O
brian B-PER B-PER
shimer I-PER O
, O O
randy B-PER O
jones I-PER I-PER
) O O
one O O

minute O O
45.91 O O
seconds O O
( O O
52.90 O O
/ O O
53.01 O O
) O O

2. O O
italy B-ORG B-LOC
I I-ORG O
( O O
guenther B-PER O
huber I-PER O
, O O
antonio B-PER O
tartaglia I-PER O
) O O
1:45.93 O O

( O O
52.74 O O
/ O O
53.19 O O
) O O

3. O O
canada B-ORG B-LOC
I I-ORG O
( O O
pierre B-PER O
lueders I-PER O
, O O
dave B-PER B-PER
maceachern I-PER O
) O O
1:45.94 O O

( O O
52.76 O O
/ O O
53.18 O O
) O O

4. O O
german B-ORG B-MISC
I I-ORG O
( O O
sepp B-PER O
dostthaler I-PER O
, O O
thomas B-PER B-PER
lebsa I-PER O
) O O
1:45.95 O O

( O O
52.82 O O
/ O O
53.13 O O
) O O

5. O O
switzerland B-ORG B-LOC
I I-ORG O
( O O
reto B-PER O
goetschi I-PER O
, O O
guido B-PER O
acklin I-PER O
) O O
1:45.98 O O

( O O
52.91 O O
/ O O
53.07 O O
) O O

6. O O
germany B-ORG B-LOC
III I-ORG I-PER
( O O
dirk B-PER B-LOC
wiese I-PER O
, O O
jakobs B-PER O
marco I-PER O
) O O
1:46.02 O O

( O O
52.89 O O
/ O O
53.13 O O
) O O

7. O O
czech B-ORG B-LOC
republic I-ORG I-LOC
I I-ORG O
( O O
jiri B-PER O
dzmura I-PER O
, O O
pavel B-PER O
polomsky I-PER O
) O O

1:46.06 O O
( O O
53.01 O O
/ O O
53.05 O O
) O O

8. O O
austria B-ORG B-LOC
I I-ORG O
( O O
hubert B-PER O
schoesser I-PER O
, O O
erwin B-PER O
arnold I-PER O
) O O
1:46.13 O O

( O O
52.92 O O
/ O O
53.21 O O
) O O

9. O O
britain B-ORG B-LOC
I I-ORG O
( O O
sean B-PER B-LOC
olsson I-PER O
, O O
dean B-PER O
ward I-PER O
) O O
1:46.26 O O
( O O
52.97/ O O

53.29 O O
) O O

10 O O
equal O O
. O O

united B-ORG B-LOC
states I-ORG I-LOC
I I-ORG O
( O O
jim B-PER O
herberich I-PER O
, O O
garrett B-PER O

hines B-PER B-PER
) O O
1:46.34 O O
( O O
53.14 O O
/ O O
53.20 O O
) O O
and O O
austria B-ORG B-LOC
III I-ORG O

( O O
hannes B-PER O
conti I-PER O
, O O
georg B-PER O
kuttner I-PER O
) O O
1:46.34 O O
( O O
53.30/ O O

53.04). O O

CRICKET O O
- O O
WOOLMER B-PER O
MAKES O O
SENTIMENTAL O O
RETURN O O
TO O O
KANPUR B-LOC O
. O O

KANPUR B-LOC O
, O O
india B-LOC B-LOC
1996-12-07 O O

south B-LOC B-LOC
africa I-LOC I-LOC
's O O
trip O O
to O O
kanpur B-LOC O
for O O
the O O
third O O
test O O
against O O
india B-LOC B-LOC
has O O
given O O
former O O
england B-LOC B-LOC
test O O
cricketer O O
bob B-PER B-PER
woolmer I-PER O
the O O
chance O O
of O O
a O O
sentimental O O
return O O
to O O
his O O
birthplace O O
. O O

woolmer B-PER O
was O O
born O O
in O O
the O O
northern O O
city O O
of O O
kanpur B-LOC O
when O O
his O O
father O O
worked O O
there O O
for O O
an O O
insurance O O
compnay O O
and O O
was O O
himself O O
an O O
active O O
cricketer O O
. O O

" O O
it O O
's O O
been O O
a O O
sentimental O O
journey O O
... O O

A O O
visit O O
to O O
india B-LOC B-LOC
is O O
always O O
an O O
intriguing O O
experience O O
, O O
" O O
woolmer B-PER O
, O O
now O O
the O O
south B-MISC O
african I-MISC I-LOC
coach O O
, O O
said O O
on O O
saturday O O
. O O

woolmer B-PER O
, O O
48 O O
, O O
played O O
19 O O
tests O O
for O O
england B-LOC B-LOC
between O O
1975 O O
and O O
1981 O O
. O O

his O O
first O O
cricketing O O
sojurn O O
to O O
india B-LOC B-LOC
was O O
as O O
a O O
member O O
of O O
tony B-PER O
greig I-PER O
's O O
england B-LOC B-LOC
side O O
in O O
1976-77 O O
. O O

his O O
father O O
clarence B-PER O
woolmer I-PER O
represented O O
united B-LOC O
province I-LOC O
, O O
now O O
renamed O O
uttar B-LOC O
pradesh I-LOC O
, O O
in O O
india B-LOC B-LOC
's O O
ranji B-MISC O
trophy I-MISC O
national O O
championship O O
and O O
captained O O
the O O
state O O
during O O
1949 O O
. O O

now O O
aged O O
86 O O
, O O
woolmer B-PER O
senior O O
lives O O
with O O
his O O
son O O
in O O
cape B-LOC O
town I-LOC O
. O O

woolmer B-PER O
's O O
memories O O
of O O
kanpur B-LOC O
are O O
few O O
and O O
blurred O O
. O O

" O O
I O O
do O O
n't O O
remember O O
much O O
of O O
the O O
place O O
, O O
" O O
he O O
said O O
. O O
" O O

I O O
came O O
here O O
on O O
zero O O
and O O
left O O
at O O
three O O
( O O
aged O O
three O O
) O O
when O O
my O O
father O O
was O O
transferred O O
to O O
calcutta B-LOC O
where O O
I O O
spent O O
another O O
four O O
and O O
half O O
years O O
. O O

" O O
but O O
I O O
do O O
remember O O
we O O
had O O
a O O
cobra O O
snake O O
in O O
the O O
basement O O
of O O
our O O
house O O
. O O

also O O
that O O
my O O
father O O
bought O O
a O O
bicycle O O
and O O
when O O
we O O
rode O O
over O O
a O O
hose O O
pipe O O
it O O
broke O O
into O O
two O O
. O O
" O O

woolmer B-PER O
said O O
the O O
hospital O O
where O O
he O O
was O O
born O O
is O O
close O O
to O O
the O O
stadium O O
where O O
the O O
india-south B-MISC O
africa I-MISC O
test O O
will O O
be O O
played O O
. O O

FREESTYLE O O
SKIING-WORLD B-MISC O
CUP I-MISC O
AERIALS O O
RESULTS O O
. O O

TIGNES B-LOC O
, O O
france B-LOC B-LOC
1996-12-07 O O

results O O
of O O
the O O
world B-MISC O
cup I-MISC O

freestyle O <pad>
skiing O O
aerials O O
competition O O
on O O
saturday O O
: O O

men O O
: O O

1. O O
alexis B-PER O
blanc I-PER O
( O O
france B-LOC B-LOC
) O O
238.36 O O
points O O

2. O O
sebastien B-PER O
foucras I-PER O
( O O
france B-LOC B-LOC
) O O
223.60 O O

3. O O
jeff B-PER B-PER
bean I-PER I-PER
( O O
canada B-LOC B-LOC
) O O
209.96 O O

4. O O
eric B-PER B-PER
bergoust I-PER I-PER
( O O
U.S B-LOC O
) O O
207.15 O O

5. O O
christian B-PER B-PER
rijavec I-PER I-PER
( O O
austria B-LOC B-LOC
) O O
204.17 O O

6. O O
alexandre B-PER O
mikhailov I-PER O
( O O
russia B-LOC B-LOC
) O O
202.59 O O

7. O O
ales B-PER O
valenta I-PER O
( O O
czech B-LOC B-LOC
republic I-LOC I-LOC
) O O
194.02 O O

8. O O
andy B-PER B-PER
capicik I-PER I-PER
( O O
canada B-LOC B-LOC
) O O
193.82 O O

9. O O
trace B-PER B-LOC
worthington I-PER O
( O O
U.S. B-LOC B-LOC
) O O
192.36 O O

10. O O
dmitri B-PER O
dashinski I-PER O
belarus B-LOC O
) O O
190.70 O O

women O O
: O O

1. O O
veronica B-PER O
brenner I-PER O
( O O
canada B-LOC B-LOC
) O O
170.42 O O

2. O O
karin B-PER O
kuster I-PER O
( O O
switzerland B-LOC B-LOC
) O O
160.55 O O

3. O O
evelyne B-PER O
leu I-PER O
( O O
switzerland B-LOC B-LOC
) O O
160.36 O O

4. O O
caroline B-PER B-PER
olivier I-PER I-PER
( O O
canada B-LOC B-LOC
) O O
157.10 O O

5. O O
jacqui B-PER O
cooper I-PER O
( O O
australia B-LOC B-LOC
) O O
156.52 O O

6. O O
marie B-PER O
lindgren I-PER O
( O O
sweden B-LOC B-LOC
) O O
